Date,Price
2016-03,1232.47
2016-03,1232.19
2016-03,1232.35
2016-03,1232.32
2016-03,1232.84
2016-03,1234.52
2016-03,1231.4
2016-03,1231.77
2016-03,1232.73
2016-03,1232.67
2016-03,1232.52
2016-03,1230.44
2016-03,1230.84
2016-03,1231.72
2016-03,1229.5
2016-03,1229.62
2016-03,1230.07
2016-03,1258.3
2016-03,1260.72
2016-03,1262.22
2016-03,1260.0
2016-03,1258.88
2016-03,1260.65
2016-03,1255.23
2016-03,1254.62
2016-03,1256.98
2016-03,1256.46
2016-03,1258.14
2016-03,1258.62
2016-03,1262.79
2016-03,1266.71
2016-03,1265.29
2016-03,1268.88
2016-03,1269.47
2016-03,1265.04
2016-03,1264.93
2016-03,1265.01
2016-03,1264.42
2016-03,1265.8
2016-03,1263.47
2016-03,1258.96
2016-03,1256.81
2016-03,1257.84
2016-03,1259.0
2016-03,1259.08
2016-03,1261.1
2016-03,1264.53
2016-03,1263.29
2016-03,1263.97
2016-03,1262.85
2016-03,1262.65
2016-03,1264.0
2016-03,1259.0
2016-03,1255.33
2016-03,1254.79
2016-03,1254.0
2016-03,1250.96
2016-03,1252.21
2016-03,1252.47
2016-03,1252.78
2016-03,1253.77
2016-03,1251.54
2016-03,1255.57
2016-03,1253.53
2016-03,1253.34
2016-03,1255.18
2016-03,1255.38
2016-03,1253.21
2016-03,1254.08
2016-03,1252.28
2016-03,1253.14
2016-03,1251.84
2016-03,1251.48
2016-03,1246.04
2016-03,1243.04
2016-03,1242.05
2016-03,1243.31
2016-03,1245.37
2016-03,1247.11
2016-03,1246.38
2016-03,1243.55
2016-03,1245.37
2016-03,1244.4
2016-03,1246.18
2016-03,1244.74
2016-03,1244.7
2016-03,1243.98
2016-03,1244.3
2016-03,1243.57
2016-03,1243.76
2016-03,1243.72
2016-03,1244.96
2016-03,1243.94
2016-03,1245.49
2016-03,1246.45
2016-03,1244.34
2016-03,1247.96
2016-03,1248.95
2016-03,1258.1
2016-03,1252.25
2016-03,1251.88
2016-03,1251.52
2016-03,1250.13
2016-03,1253.93
2016-03,1255.06
2016-03,1252.46
2016-03,1252.26
2016-03,1247.1
2016-03,1246.96
2016-03,1247.76
2016-03,1248.23
2016-03,1248.28
2016-03,1247.65
2016-03,1248.4
2016-03,1247.54
2016-03,1244.87
2016-03,1243.34
2016-03,1241.73
2016-03,1234.82
2016-03,1234.85
2016-03,1234.75
2016-03,1234.37
2016-03,1234.74
2016-03,1234.32
2016-03,1234.43
2016-03,1231.62
2016-03,1223.49
2016-03,1217.04
2016-03,1220.56
2016-03,1223.28
2016-03,1223.55
2016-03,1224.14
2016-03,1224.8
2016-03,1219.92
2016-03,1220.27
2016-03,1222.61
2016-03,1222.06
2016-03,1221.77
2016-03,1217.16
2016-03,1217.12
2016-03,1219.34
2016-03,1218.75
2016-03,1219.42
2016-03,1215.14
2016-03,1214.42
2016-03,1216.48
2016-03,1217.33
2016-03,1219.16
2016-03,1219.12
2016-03,1222.27
2016-03,1218.57
2016-03,1221.13
2016-03,1220.53
2016-03,1221.43
2016-03,1221.99
2016-03,1221.58
2016-03,1217.13
2016-03,1217.25
2016-03,1214.09
2016-03,1213.75
2016-03,1210.78
2016-03,1210.18
2016-03,1210.65
2016-03,1211.49
2016-03,1213.42
2016-03,1215.51
2016-03,1214.69
2016-03,1216.93
2016-03,1215.67
2016-03,1216.53
2016-03,1216.82
2016-03,1217.61
2016-03,1219.03
2016-03,1220.11
2016-03,1220.22
2016-03,1219.65
2016-03,1218.28
2016-03,1219.78
2016-03,1220.1
2016-03,1220.05
2016-03,1221.31
2016-03,1221.23
2016-03,1222.63
2016-03,1221.87
2016-03,1220.44
2016-03,1218.64
2016-03,1218.99
2016-03,1218.83
2016-03,1218.54
2016-03,1218.7
2016-03,1216.8
2016-03,1218.13
2016-03,1218.95
2016-03,1217.75
2016-03,1219.67
2016-03,1220.6
2016-03,1223.81
2016-03,1226.31
2016-03,1226.98
2016-03,1235.76
2016-03,1238.76
2016-03,1241.12
2016-03,1242.16
2016-03,1242.1
2016-03,1239.52
2016-03,1239.12
2016-03,1240.42
2016-03,1238.64
2016-03,1236.87
2016-03,1234.97
2016-03,1236.14
2016-03,1237.17
2016-03,1238.24
2016-03,1242.76
2016-03,1239.54
2016-03,1237.12
2016-03,1233.53
2016-03,1235.71
2016-03,1233.65
2016-03,1234.49
2016-03,1233.57
2016-03,1225.92
2016-03,1227.9
2016-03,1226.26
2016-03,1228.39
2016-03,1225.47
2016-03,1225.02
2016-03,1225.32
2016-03,1226.88
2016-03,1225.57
2016-03,1228.14
2016-03,1226.56
2016-03,1227.38
2016-03,1229.35
2016-03,1228.13
2016-03,1227.27
2016-03,1229.48
2016-03,1234.69
2016-03,1233.66
2016-03,1233.84
2016-03,1235.4
2016-03,1237.14
2016-03,1236.06
2016-03,1234.84
2016-03,1235.17
2016-03,1232.38
2016-03,1232.88
2016-03,1232.59
2016-03,1230.87
2016-03,1232.73
2016-03,1231.77
2016-04,1231.76
2016-04,1231.97
2016-04,1231.56
2016-04,1230.81
2016-04,1229.81
2016-04,1230.95
2016-04,1232.53
2016-04,1233.66
2016-04,1233.21
2016-04,1233.24
2016-04,1231.24
2016-04,1231.97
2016-04,1229.17
2016-04,1218.41
2016-04,1214.8
2016-04,1212.63
2016-04,1214.18
2016-04,1216.74
2016-04,1219.93
2016-04,1220.17
2016-04,1223.52
2016-04,1222.22
2016-04,1218.72
2016-04,1220.47
2016-04,1222.29
2016-04,1217.46
2016-04,1217.23
2016-04,1218.69
2016-04,1217.61
2016-04,1219.16
2016-04,1216.29
2016-04,1217.37
2016-04,1216.64
2016-04,1215.83
2016-04,1216.91
2016-04,1219.41
2016-04,1222.14
2016-04,1218.95
2016-04,1218.27
2016-04,1219.29
2016-04,1217.01
2016-04,1218.23
2016-04,1215.96
2016-04,1214.96
2016-04,1215.23
2016-04,1216.09
2016-04,1215.26
2016-04,1219.05
2016-04,1225.28
2016-04,1225.5
2016-04,1225.16
2016-04,1225.54
2016-04,1226.52
2016-04,1225.63
2016-04,1228.89
2016-04,1232.7
2016-04,1231.45
2016-04,1232.89
2016-04,1231.66
2016-04,1234.53
2016-04,1232.13
2016-04,1229.88
2016-04,1229.86
2016-04,1228.35
2016-04,1229.75
2016-04,1228.54
2016-04,1230.44
2016-04,1231.21
2016-04,1229.59
2016-04,1230.91
2016-04,1231.27
2016-04,1229.37
2016-04,1230.13
2016-04,1229.24
2016-04,1229.45
2016-04,1228.85
2016-04,1227.44
2016-04,1226.53
2016-04,1226.73
2016-04,1225.03
2016-04,1225.09
2016-04,1219.8
2016-04,1218.99
2016-04,1221.61
2016-04,1221.94
2016-04,1226.84
2016-04,1222.17
2016-04,1222.04
2016-04,1222.82
2016-04,1223.43
2016-04,1222.04
2016-04,1223.12
2016-04,1225.21
2016-04,1224.5
2016-04,1225.71
2016-04,1225.43
2016-04,1225.77
2016-04,1229.64
2016-04,1228.51
2016-04,1228.73
2016-04,1229.36
2016-04,1235.71
2016-04,1236.78
2016-04,1237.25
2016-04,1236.08
2016-04,1239.4
2016-04,1241.57
2016-04,1239.16
2016-04,1237.88
2016-04,1236.91
2016-04,1237.65
2016-04,1240.24
2016-04,1240.72
2016-04,1240.28
2016-04,1240.32
2016-04,1238.71
2016-04,1237.68
2016-04,1235.97
2016-04,1236.83
2016-04,1237.78
2016-04,1235.88
2016-04,1236.2
2016-04,1235.48
2016-04,1234.84
2016-04,1234.74
2016-04,1233.3
2016-04,1234.97
2016-04,1234.52
2016-04,1233.7
2016-04,1237.74
2016-04,1238.16
2016-04,1239.79
2016-04,1240.82
2016-04,1241.09
2016-04,1240.16
2016-04,1239.5
2016-04,1239.62
2016-04,1245.04
2016-04,1244.7
2016-04,1245.51
2016-04,1249.93
2016-04,1250.86
2016-04,1250.05
2016-04,1251.19
2016-04,1249.21
2016-04,1249.83
2016-04,1249.42
2016-04,1247.58
2016-04,1248.8
2016-04,1249.81
2016-04,1247.21
2016-04,1251.13
2016-04,1255.3
2016-04,1257.91
2016-04,1257.04
2016-04,1257.85
2016-04,1255.65
2016-04,1256.72
2016-04,1256.04
2016-04,1257.32
2016-04,1258.31
2016-04,1257.27
2016-04,1255.96
2016-04,1254.26
2016-04,1254.42
2016-04,1254.59
2016-04,1253.78
2016-04,1254.12
2016-04,1257.24
2016-04,1258.49
2016-04,1260.66
2016-04,1258.19
2016-04,1256.48
2016-04,1261.05
2016-04,1259.54
2016-04,1253.75
2016-04,1254.39
2016-04,1256.88
2016-04,1254.96
2016-04,1258.54
2016-04,1257.09
2016-04,1256.31
2016-04,1255.41
2016-04,1256.03
2016-04,1254.18
2016-04,1255.24
2016-04,1253.7
2016-04,1252.21
2016-04,1252.99
2016-04,1252.03
2016-04,1248.58
2016-04,1248.29
2016-04,1249.39
2016-04,1245.3
2016-04,1245.1
2016-04,1241.17
2016-04,1241.98
2016-04,1246.37
2016-04,1245.29
2016-04,1247.89
2016-04,1245.17
2016-04,1246.23
2016-04,1246.75
2016-04,1243.88
2016-04,1243.05
2016-04,1242.57
2016-04,1241.56
2016-04,1241.04
2016-04,1234.49
2016-04,1232.84
2016-04,1232.73
2016-04,1232.82
2016-04,1233.13
2016-04,1234.55
2016-04,1235.19
2016-04,1239.3
2016-04,1241.03
2016-04,1239.97
2016-04,1239.24
2016-04,1240.11
2016-04,1234.33
2016-04,1234.29
2016-04,1231.56
2016-04,1225.96
2016-04,1225.11
2016-04,1225.59
2016-04,1225.92
2016-04,1225.28
2016-04,1227.23
2016-04,1228.01
2016-04,1229.39
2016-04,1225.99
2016-04,1226.26
2016-04,1228.64
2016-04,1229.41
2016-04,1228.6
2016-04,1231.29
2016-04,1230.09
2016-04,1230.01
2016-04,1230.3
2016-04,1228.69
2016-04,1230.55
2016-04,1230.07
2016-04,1230.7
2016-04,1227.21
2016-04,1229.52
2016-04,1233.22
2016-04,1233.83
2016-04,1233.22
2016-04,1232.27
2016-04,1233.95
2016-04,1233.54
2016-04,1238.19
2016-04,1237.02
2016-04,1236.42
2016-04,1234.86
2016-04,1234.36
2016-04,1234.52
2016-04,1235.16
2016-04,1235.83
2016-04,1231.24
2016-04,1234.97
2016-04,1235.21
2016-04,1238.68
2016-04,1237.55
2016-04,1237.71
2016-04,1239.53
2016-04,1233.89
2016-04,1235.45
2016-04,1233.75
2016-04,1232.16
2016-04,1233.95
2016-04,1233.49
2016-04,1231.84
2016-04,1232.38
2016-04,1231.64
2016-04,1229.38
2016-04,1229.61
2016-04,1230.74
2016-04,1231.28
2016-04,1233.48
2016-04,1233.36
2016-04,1233.27
2016-04,1244.25
2016-04,1241.88
2016-04,1241.95
2016-04,1243.13
2016-04,1242.49
2016-04,1243.36
2016-04,1249.97
2016-04,1254.92
2016-04,1253.79
2016-04,1254.82
2016-04,1253.38
2016-04,1251.85
2016-04,1252.04
2016-04,1251.12
2016-04,1250.17
2016-04,1250.13
2016-04,1249.66
2016-04,1250.56
2016-04,1254.54
2016-04,1254.4
2016-04,1252.17
2016-04,1250.67
2016-04,1246.85
2016-04,1248.53
2016-04,1247.59
2016-04,1248.24
2016-04,1249.41
2016-04,1247.7
2016-04,1248.27
2016-04,1250.73
2016-04,1253.8
2016-04,1253.99
2016-04,1252.94
2016-04,1252.65
2016-04,1252.44
2016-04,1250.78
2016-04,1244.94
2016-04,1244.1
2016-04,1244.34
2016-04,1245.32
2016-04,1244.94
2016-04,1246.3
2016-04,1250.13
2016-04,1248.31
2016-04,1247.53
2016-04,1253.3
2016-04,1258.24
2016-04,1256.48
2016-04,1258.02
2016-04,1259.48
2016-04,1259.11
2016-04,1259.63
2016-04,1268.88
2016-04,1249.16
2016-04,1250.63
2016-04,1251.73
2016-04,1251.07
2016-04,1248.22
2016-04,1249.04
2016-04,1249.75
2016-04,1248.11
2016-04,1249.7
2016-04,1249.15
2016-04,1246.7
2016-04,1250.27
2016-04,1249.5
2016-04,1249.76
2016-04,1247.39
2016-04,1246.74
2016-04,1245.52
2016-04,1248.68
2016-04,1245.75
2016-04,1247.15
2016-04,1246.22
2016-04,1245.57
2016-04,1246.45
2016-04,1243.93
2016-04,1242.51
2016-04,1237.69
2016-04,1229.9
2016-04,1228.85
2016-04,1231.61
2016-04,1233.52
2016-04,1232.09
2016-04,1231.37
2016-04,1232.67
2016-04,1231.3
2016-04,1232.84
2016-04,1233.56
2016-04,1233.83
2016-04,1233.8
2016-04,1234.82
2016-04,1234.02
2016-04,1234.11
2016-04,1233.63
2016-04,1231.95
2016-04,1232.94
2016-04,1233.41
2016-04,1234.99
2016-04,1238.52
2016-04,1240.18
2016-04,1240.07
2016-04,1239.58
2016-04,1238.64
2016-04,1236.98
2016-04,1237.38
2016-04,1237.51
2016-04,1237.51
2016-04,1238.04
2016-04,1238.63
2016-04,1239.35
2016-04,1238.89
2016-04,1235.94
2016-04,1236.46
2016-04,1237.25
2016-04,1232.79
2016-04,1235.41
2016-04,1234.62
2016-04,1234.61
2016-04,1232.66
2016-04,1231.98
2016-04,1233.88
2016-04,1241.52
2016-04,1241.69
2016-04,1242.22
2016-04,1240.66
2016-04,1241.79
2016-04,1242.16
2016-04,1242.39
2016-04,1243.14
2016-04,1242.65
2016-04,1242.73
2016-04,1245.21
2016-04,1244.29
2016-04,1244.3
2016-04,1243.88
2016-04,1243.92
2016-04,1244.15
2016-04,1247.52
2016-04,1246.17
2016-04,1246.71
2016-04,1245.96
2016-04,1244.78
2016-04,1246.4
2016-04,1250.53
2016-04,1247.25
2016-04,1244.62
2016-04,1249.48
2016-04,1249.04
2016-04,1249.13
2016-04,1247.01
2016-04,1245.29
2016-04,1245.59
2016-04,1245.1
2016-04,1245.59
2016-04,1244.14
2016-04,1241.85
2016-04,1238.78
2016-04,1247.13
2016-04,1249.98
2016-04,1253.31
2016-04,1254.57
2016-04,1255.56
2016-04,1258.36
2016-04,1257.82
2016-04,1256.31
2016-04,1254.87
2016-04,1257.02
2016-04,1256.08
2016-04,1256.23
2016-04,1264.56
2016-04,1264.11
2016-04,1264.67
2016-04,1264.9
2016-04,1268.34
2016-04,1266.19
2016-04,1265.73
2016-04,1265.55
2016-04,1267.51
2016-04,1273.96
2016-04,1278.8
2016-04,1274.58
2016-04,1275.35
2016-04,1274.82
2016-04,1274.36
2016-04,1277.11
2016-04,1275.65
2016-04,1276.04
2016-04,1278.4
2016-04,1277.33
2016-04,1278.11
2016-04,1283.18
2016-04,1289.82
2016-04,1291.67
2016-04,1291.14
2016-04,1290.59
2016-04,1291.13
2016-04,1293.01
2016-04,1293.06
2016-05,1292.22
2016-05,1295.05
2016-05,1294.19
2016-05,1294.0
2016-05,1293.35
2016-05,1291.77
2016-05,1292.96
2016-05,1293.85
2016-05,1293.34
2016-05,1294.68
2016-05,1294.73
2016-05,1299.71
2016-05,1298.53
2016-05,1300.25
2016-05,1296.02
2016-05,1295.39
2016-05,1293.64
2016-05,1294.89
2016-05,1293.81
2016-05,1291.61
2016-05,1290.7
2016-05,1289.77
2016-05,1291.51
2016-05,1291.94
2016-05,1289.81
2016-05,1291.71
2016-05,1295.07
2016-05,1294.44
2016-05,1294.49
2016-05,1292.64
2016-05,1289.63
2016-05,1299.26
2016-05,1300.89
2016-05,1297.18
2016-05,1294.14
2016-05,1295.27
2016-05,1293.49
2016-05,1295.3
2016-05,1292.66
2016-05,1284.43
2016-05,1285.65
2016-05,1287.36
2016-05,1286.21
2016-05,1286.29
2016-05,1287.07
2016-05,1286.44
2016-05,1285.08
2016-05,1286.91
2016-05,1285.79
2016-05,1281.6
2016-05,1280.69
2016-05,1279.59
2016-05,1280.88
2016-05,1280.85
2016-05,1280.69
2016-05,1283.57
2016-05,1281.9
2016-05,1276.86
2016-05,1277.01
2016-05,1279.4
2016-05,1286.17
2016-05,1285.34
2016-05,1283.47
2016-05,1278.52
2016-05,1277.43
2016-05,1273.57
2016-05,1279.27
2016-05,1279.1
2016-05,1279.3
2016-05,1281.46
2016-05,1282.75
2016-05,1281.69
2016-05,1279.67
2016-05,1281.81
2016-05,1281.03
2016-05,1280.84
2016-05,1281.63
2016-05,1278.86
2016-05,1276.2
2016-05,1277.52
2016-05,1276.57
2016-05,1278.19
2016-05,1281.96
2016-05,1285.31
2016-05,1280.66
2016-05,1277.1
2016-05,1275.67
2016-05,1276.57
2016-05,1272.02
2016-05,1274.73
2016-05,1277.44
2016-05,1277.78
2016-05,1277.2
2016-05,1277.47
2016-05,1278.83
2016-05,1278.39
2016-05,1278.94
2016-05,1278.6
2016-05,1278.26
2016-05,1276.64
2016-05,1279.67
2016-05,1278.78
2016-05,1281.76
2016-05,1280.61
2016-05,1280.97
2016-05,1279.73
2016-05,1292.1
2016-05,1289.42
2016-05,1291.38
2016-05,1291.57
2016-05,1294.85
2016-05,1290.88
2016-05,1288.78
2016-05,1289.07
2016-05,1288.46
2016-05,1286.8
2016-05,1285.68
2016-05,1285.54
2016-05,1286.71
2016-05,1285.87
2016-05,1284.11
2016-05,1284.76
2016-05,1280.7
2016-05,1280.05
2016-05,1278.88
2016-05,1279.19
2016-05,1277.15
2016-05,1276.04
2016-05,1272.8
2016-05,1273.2
2016-05,1264.54
2016-05,1267.46
2016-05,1264.51
2016-05,1265.63
2016-05,1264.83
2016-05,1263.64
2016-05,1262.69
2016-05,1263.84
2016-05,1264.61
2016-05,1262.52
2016-05,1261.01
2016-05,1263.82
2016-05,1266.14
2016-05,1264.82
2016-05,1263.96
2016-05,1266.62
2016-05,1266.37
2016-05,1266.67
2016-05,1265.67
2016-05,1266.42
2016-05,1264.1
2016-05,1264.71
2016-05,1263.55
2016-05,1263.4
2016-05,1260.76
2016-05,1259.15
2016-05,1260.3
2016-05,1265.65
2016-05,1267.35
2016-05,1266.27
2016-05,1265.98
2016-05,1266.67
2016-05,1264.96
2016-05,1266.45
2016-05,1269.91
2016-05,1270.16
2016-05,1270.16
2016-05,1270.56
2016-05,1272.66
2016-05,1272.9
2016-05,1271.97
2016-05,1271.99
2016-05,1272.48
2016-05,1273.97
2016-05,1277.9
2016-05,1276.01
2016-05,1276.61
2016-05,1274.74
2016-05,1274.9
2016-05,1272.83
2016-05,1275.36
2016-05,1276.07
2016-05,1277.85
2016-05,1277.27
2016-05,1278.32
2016-05,1277.63
2016-05,1278.43
2016-05,1275.15
2016-05,1272.59
2016-05,1272.24
2016-05,1271.52
2016-05,1272.68
2016-05,1270.59
2016-05,1272.07
2016-05,1270.96
2016-05,1268.29
2016-05,1267.13
2016-05,1267.06
2016-05,1271.48
2016-05,1278.99
2016-05,1272.99
2016-05,1269.36
2016-05,1271.01
2016-05,1269.99
2016-05,1270.54
2016-05,1268.4
2016-05,1263.43
2016-05,1265.21
2016-05,1266.9
2016-05,1267.62
2016-05,1266.2
2016-05,1267.22
2016-05,1269.16
2016-05,1271.28
2016-05,1274.9
2016-05,1275.02
2016-05,1274.26
2016-05,1275.42
2016-05,1273.7
2016-05,1273.65
2016-05,1275.53
2016-05,1266.42
2016-05,1267.11
2016-05,1271.5
2016-05,1270.44
2016-05,1271.16
2016-05,1273.21
2016-05,1273.38
2016-05,1273.81
2016-05,1273.19
2016-05,1272.73
2016-05,1273.88
2016-05,1273.69
2016-05,1273.74
2016-05,1276.9
2016-05,1276.55
2016-05,1277.68
2016-05,1278.07
2016-05,1281.62
2016-05,1280.68
2016-05,1281.64
2016-05,1281.87
2016-05,1282.52
2016-05,1282.05
2016-05,1286.67
2016-05,1285.3
2016-05,1274.01
2016-05,1275.38
2016-05,1275.55
2016-05,1273.46
2016-05,1272.87
2016-05,1274.63
2016-05,1273.78
2016-05,1274.92
2016-05,1275.21
2016-05,1276.27
2016-05,1279.42
2016-05,1279.92
2016-05,1278.56
2016-05,1278.74
2016-05,1277.12
2016-05,1275.64
2016-05,1273.78
2016-05,1270.55
2016-05,1272.8
2016-05,1273.97
2016-05,1273.26
2016-05,1273.25
2016-05,1276.96
2016-05,1281.16
2016-05,1279.4
2016-05,1276.0
2016-05,1275.6
2016-05,1277.08
2016-05,1279.29
2016-05,1279.02
2016-05,1280.57
2016-05,1279.47
2016-05,1279.97
2016-05,1277.61
2016-05,1276.06
2016-05,1274.89
2016-05,1275.77
2016-05,1273.98
2016-05,1272.64
2016-05,1272.86
2016-05,1271.02
2016-05,1271.74
2016-05,1272.17
2016-05,1275.11
2016-05,1271.81
2016-05,1272.87
2016-05,1269.85
2016-05,1273.22
2016-05,1272.51
2016-05,1273.57
2016-05,1262.88
2016-05,1257.18
2016-05,1258.7
2016-05,1260.46
2016-05,1260.52
2016-05,1259.83
2016-05,1257.54
2016-05,1258.82
2016-05,1257.6
2016-05,1257.79
2016-05,1253.21
2016-05,1253.48
2016-05,1255.26
2016-05,1255.21
2016-05,1254.94
2016-05,1253.1
2016-05,1252.82
2016-05,1245.19
2016-05,1246.97
2016-05,1249.88
2016-05,1252.99
2016-05,1252.31
2016-05,1254.67
2016-05,1254.62
2016-05,1254.49
2016-05,1254.52
2016-05,1256.69
2016-05,1256.85
2016-05,1256.64
2016-05,1255.92
2016-05,1254.83
2016-05,1254.3
2016-05,1254.28
2016-05,1254.47
2016-05,1254.98
2016-05,1253.62
2016-05,1256.67
2016-05,1256.37
2016-05,1256.16
2016-05,1257.24
2016-05,1258.0
2016-05,1253.91
2016-05,1252.17
2016-05,1249.93
2016-05,1250.89
2016-05,1252.47
2016-05,1251.79
2016-05,1252.61
2016-05,1252.08
2016-05,1251.89
2016-05,1252.14
2016-05,1253.91
2016-05,1255.26
2016-05,1254.38
2016-05,1254.46
2016-05,1254.78
2016-05,1250.12
2016-05,1251.45
2016-05,1251.73
2016-05,1250.26
2016-05,1251.16
2016-05,1248.83
2016-05,1249.69
2016-05,1246.4
2016-05,1246.07
2016-05,1247.55
2016-05,1246.69
2016-05,1249.04
2016-05,1250.23
2016-05,1250.79
2016-05,1249.45
2016-05,1249.12
2016-05,1249.82
2016-05,1249.55
2016-05,1248.37
2016-05,1248.06
2016-05,1247.58
2016-05,1245.29
2016-05,1245.96
2016-05,1244.74
2016-05,1242.88
2016-05,1242.75
2016-05,1243.3
2016-05,1242.82
2016-05,1241.55
2016-05,1241.06
2016-05,1238.33
2016-05,1236.53
2016-05,1234.46
2016-05,1230.9
2016-05,1228.94
2016-05,1229.4
2016-05,1228.35
2016-05,1227.95
2016-05,1227.15
2016-05,1227.6
2016-05,1225.4
2016-05,1227.46
2016-05,1229.76
2016-05,1228.44
2016-05,1228.6
2016-05,1227.6
2016-05,1225.4
2016-05,1224.18
2016-05,1224.11
2016-05,1223.37
2016-05,1221.18
2016-05,1221.47
2016-05,1223.79
2016-05,1221.24
2016-05,1219.24
2016-05,1221.34
2016-05,1221.92
2016-05,1223.95
